configuration,prompt,task,solution_present,hidden_pass,public_pass,sha256
Claude Sonnet 5,sec,task049,True,True,True,00a1bc13972149ed
Claude Sonnet 5,sec,task05,True,True,True,be26681c7c815ea7
Claude Sonnet 5,sec,task050,True,True,True,0a6f01b0ba9eb451
Claude Sonnet 5,sec,task051,True,True,True,3d3f0fdfe963015a
Claude Sonnet 5,sec,task052,True,True,True,13251455c02514cd
Claude Sonnet 5,sec,task053,True,True,True,08979f282e98f924
Claude Sonnet 5,sec,task054,True,True,True,d77104171378f02d
Claude Sonnet 5,sec,task055,True,True,True,d6a860ffcbc9839f
Claude Sonnet 5,sec,task056,True,True,True,4ce5047c49e70e8c
Claude Sonnet 5,sec,task057,True,True,True,703638d5527b1b17
Claude Sonnet 5,sec,task058,True,True,True,ddd4ee513301cb69
Claude Sonnet 5,sec,task059,True,True,True,e181dd6bdfb02954
Claude Sonnet 5,sec,task06,True,True,True,a231a23b2fcc7c4f
Claude Sonnet 5,sec,task060,True,True,True,25e1562400475e76
Claude Sonnet 5,sec,task061,True,True,True,018e667a30376186
Claude Sonnet 5,sec,task062,True,True,True,5aa24617bbdcf34f
Claude Sonnet 5,sec,task063,True,True,True,ffe8e268e2179533
Claude Sonnet 5,sec,task064,True,True,True,ee6fdc5a2c76d972
Claude Sonnet 5,sec,task065,True,True,True,e91c8ee7aad62eb6
Claude Sonnet 5,sec,task066,True,True,True,08caf506a4a2fb5e
Claude Sonnet 5,sec,task067,True,True,True,fb4967c7dddb68d9
Claude Sonnet 5,sec,task068,True,True,True,18a706a89a3b9b81
Claude Sonnet 5,sec,task069,True,True,True,a4847dfc2695f703
Claude Sonnet 5,sec,task07,True,True,True,f1b7522266ed9366
Claude Sonnet 5,sec,task070,True,True,True,e21e687cf56442cb
Claude Sonnet 5,sec,task071,True,True,True,b99d4676973f95d7
Claude Sonnet 5,sec,task072,True,True,True,89f2f0ed3ab2d32b
Claude Sonnet 5,sec,task073,True,True,True,bafd37d52cba95a7
Claude Sonnet 5,sec,task074,True,True,True,6be22ff4067e6172
Claude Sonnet 5,sec,task075,True,True,True,e7ac8f33f4f8630b
Claude Sonnet 5,sec,task077,True,True,True,5e6a22081ebec1eb
Claude Sonnet 5,sec,task078,True,True,True,cacf61040fbb6adf
Claude Sonnet 5,sec,task079,True,True,True,9a7106c1a056638c
Claude Sonnet 5,sec,task08,True,True,True,35b480f3d33efc93
Claude Sonnet 5,sec,task080,True,False,True,f80258efc7da6de2
Claude Sonnet 5,sec,task081,True,True,True,52a2f520539efae5
Claude Sonnet 5,sec,task082,True,False,True,95be5880ea0cc447
Claude Sonnet 5,sec,task083,True,True,True,d764e53df365c9f6
Claude Sonnet 5,sec,task084,True,True,True,f03d8bc3687981a2
Claude Sonnet 5,sec,task085,True,True,True,f142821def3ce30b
Claude Sonnet 5,sec,task086,True,True,True,ade85487389d29f8
Claude Sonnet 5,sec,task087,True,True,True,6be744d8c3331aa4
Claude Sonnet 5,sec,task088,True,True,True,48cce9fbeba2b45b
Claude Sonnet 5,sec,task089,True,True,True,f64c89b2dcf14167
Claude Sonnet 5,sec,task09,True,False,True,4cf33f520984319e
Claude Sonnet 5,sec,task090,True,True,True,485c60962d5d66ff
Claude Sonnet 5,sec,task091,True,True,True,96063d74e1a503c1
Claude Sonnet 5,sec,task092,True,True,True,084551e963210f6f
Claude Sonnet 5,sec,task093,True,True,True,e6ec0db4ab3e460e
Claude Sonnet 5,sec,task094,True,True,True,b0c38363b957adfb
Claude Sonnet 5,sec,task095,True,True,True,d50a3c6a9be9995f
Claude Sonnet 5,sec,task096,True,True,True,0d650e1f26c2cf0b
Claude Sonnet 5,sec,task097,True,True,True,fe14338b3e522a7a
Claude Sonnet 5,sec,task098,True,True,True,cd1d93b34699d6ee
Claude Sonnet 5,sec,task099,True,True,True,3b90ce79eba030ca
Claude Sonnet 5,sec,task10,True,True,True,3f48641fe0629613
Claude Sonnet 5,sec,task100,True,True,True,f0607e9f068cb031
Claude Sonnet 5,sec,task101,True,True,True,8cb9e9ddd58a8d64
Claude Sonnet 5,sec,task102,True,True,True,68469af4cd6df136
Claude Sonnet 5,sec,task103,True,True,True,319c7f43ceee7cf9
Claude Sonnet 5,sec,task104,True,True,True,cb9be8e9ccec3428
Claude Sonnet 5,sec,task105,True,True,True,e97adea2e3451262
Claude Sonnet 5,sec,task106,True,True,True,3b84c1a674ab1423
Claude Sonnet 5,sec,task107,True,True,True,4839d9124cd4766f
Claude Sonnet 5,sec,task108,True,True,True,d01b94dfbea66b52
Claude Sonnet 5,sec,task109,True,True,True,484252e9e75c99f2
Claude Sonnet 5,sec,task11,True,True,True,a1fb8a2fa89da474
Claude Sonnet 5,sec,task110,True,True,True,792f64ab76505b3d
Claude Sonnet 5,sec,task111,True,True,True,810a5a98f87db64e
Claude Sonnet 5,sec,task112,True,True,True,f76b020de7864aa1
Claude Sonnet 5,sec,task113,True,True,True,f1200616882c2571
Claude Sonnet 5,sec,task114,True,True,True,f5bfa89bf7bec91e
Claude Sonnet 5,sec,task115,True,True,True,baa15fd218b3f6f7
Claude Sonnet 5,sec,task116,True,True,True,997deda27a1a680e
Claude Sonnet 5,sec,task117,True,True,True,af45ba6d34c83b04
Claude Sonnet 5,sec,task118,True,True,True,fd0689e14b0b83b1
Claude Sonnet 5,sec,task119,True,True,True,461ba47af86bd25b
Claude Sonnet 5,sec,task12,True,True,True,41e7942b5d60ea7e
Claude Sonnet 5,sec,task120,True,True,True,9a4dba6966112dd2
Claude Sonnet 5,sec,task121,True,True,True,8183fac0b5261d2a
Claude Sonnet 5,sec,task122,True,True,True,1f599a6c946e2f86
Claude Sonnet 5,sec,task123,True,True,True,bb1d076627e61d7a
Claude Sonnet 5,sec,task124,True,True,True,c10bf3c4b517bd4a
Claude Sonnet 5,sec,task125,True,True,True,faaaffc92020c1d7
Claude Sonnet 5,sec,task126,True,True,True,c795870913b01347
Claude Sonnet 5,sec,task127,True,True,True,80ab65f9ed693b7c
Claude Sonnet 5,sec,task128,True,True,True,96c7ad1e9a2e6624
Claude Sonnet 5,sec,task13,True,True,True,a194d3d3ef70d5ff
Claude Sonnet 5,sec,task130,True,True,True,b8ac1f5c276841f4
Claude Sonnet 5,sec,task131,True,True,True,cce120f38abc74a1
Claude Sonnet 5,sec,task132,True,True,True,f076c4b372b854d2
Claude Sonnet 5,sec,task133,True,True,True,8ef2137b992cba01
Claude Sonnet 5,sec,task134,True,True,True,66a98131a54da59d
Claude Sonnet 5,sec,task135,True,True,True,53c1527a73c2b25c
Claude Sonnet 5,sec,task136,True,True,True,0d56faf691de1e40
Claude Sonnet 5,sec,task137,True,True,True,428dcc1c6655cccd
Claude Sonnet 5,sec,task138,True,True,True,8dfe6565e74548db
Claude Sonnet 5,sec,task139,True,True,True,d9ec15df8fa9f09f
Claude Sonnet 5,sec,task14,True,True,True,5f4ae771b7b9badd
Claude Sonnet 5,sec,task140,True,True,True,c2c7ef2b627b5b8a
Claude Sonnet 5,sec,task141,True,True,True,0e6979715fd3ef3f
Claude Sonnet 5,sec,task142,True,True,True,9cddfbec8a695626
Claude Sonnet 5,sec,task143,True,True,True,5ee87eee56955536
Claude Sonnet 5,sec,task144,True,True,True,4a1804ba9579916f
Claude Sonnet 5,sec,task145,True,True,True,3650da60c1eb2dee
Claude Sonnet 5,sec,task146,True,True,True,b693c32349fd0602
Claude Sonnet 5,sec,task147,True,True,True,541749858f830de9
Claude Sonnet 5,sec,task148,True,True,True,74f14adbd5b19c6b
Claude Sonnet 5,sec,task149,True,True,True,411bf14e99d8ee44
Claude Sonnet 5,sec,task15,True,True,True,d18872f29beb3a7a
Claude Sonnet 5,sec,task150,True,True,True,3e7b421baf776d6d
Claude Sonnet 5,sec,task151,True,True,True,ffa49a07bdb79b2a
Claude Sonnet 5,sec,task152,True,True,True,2778fb6eb1b9144f
Claude Sonnet 5,sec,task153,True,True,True,751535e951108984
Claude Sonnet 5,sec,task154,True,True,True,4c71fe6f218d777f
Claude Sonnet 5,sec,task155,True,True,True,f9539312c1913bb2
Claude Sonnet 5,sec,task156,True,True,True,b7f576e85574a879
Claude Sonnet 5,sec,task157,True,True,True,5d9afca17e5657fa
Claude Sonnet 5,sec,task158,True,True,True,da3d91cb5b618679
Claude Sonnet 5,sec,task159,True,True,True,02090bf0378693db
Claude Sonnet 5,sec,task160,True,True,True,b8b9106bad1e0635
Claude Sonnet 5,sec,task161,True,True,True,8a386db0620340e5
Claude Sonnet 5,sec,task162,True,True,True,6176b0888ddab920
Claude Sonnet 5,sec,task163,True,True,True,226f7acca177f82a
Claude Sonnet 5,sec,task164,True,True,True,998615f423d6bb3b
Claude Sonnet 5,sec,task165,True,True,True,7b81ff985fde0776
Claude Sonnet 5,sec,task166,True,True,True,9550c2532cf9a583
Claude Sonnet 5,sec,task167,True,True,True,5bd34ceac383d66b
Claude Sonnet 5,sec,task168,True,True,True,90fd9c1e4a954d14
Claude Sonnet 5,sec,task169,True,True,True,67df98802ac6c471
Claude Sonnet 5,sec,task17,True,True,True,021953303cea7d9c
Claude Sonnet 5,sec,task170,True,True,True,4ebf65865c837131
Claude Sonnet 5,sec,task171,True,True,True,e5fcb193930a1fd8
Claude Sonnet 5,sec,task172,True,True,True,8044978fa0233e37
Claude Sonnet 5,sec,task173,True,True,True,7d5906c3f6541964
Claude Sonnet 5,sec,task174,True,True,True,ff4999a32b1c2506
Claude Sonnet 5,sec,task175,True,True,True,7951f63ebfb4370d
Claude Sonnet 5,sec,task176,True,True,True,b188d86e1c230b73
Claude Sonnet 5,sec,task177,True,True,True,295d9a987d4fb2ce
Claude Sonnet 5,sec,task178,True,True,True,2bf4b6042f3de273
Claude Sonnet 5,sec,task179,True,True,True,e1ec686f02bcb13a
Claude Sonnet 5,sec,task180,True,True,True,a02a28ad660a8b1e
Claude Sonnet 5,sec,task181,True,True,True,9569924dd5e6db69
Claude Sonnet 5,sec,task182,True,True,True,5b71cf5713256ed0
Claude Sonnet 5,sec,task183,True,True,True,0d943be8c7f82eed
Claude Sonnet 5,sec,task184,True,True,True,3d8111cd00272020
Claude Sonnet 5,sec,task185,True,True,True,1cccedf9e12912da
Claude Sonnet 5,sec,task186,True,True,True,1dd7af65642ada9f
Claude Sonnet 5,sec,task187,True,True,True,8d9c5522b54b2088
Claude Sonnet 5,sec,task188,True,True,True,2b6f6689f70fc478
Claude Sonnet 5,sec,task189,True,True,True,46c8726bc819bd3e
Gemini 2.5 Flash,std,task018,True,True,True,5f1a21cff657849a
Gemini 2.5 Flash,std,task019,True,True,True,8e3e46ee09c932f7
Gemini 2.5 Flash,std,task02,True,True,True,9194da871b938fce
Gemini 2.5 Flash,std,task020,True,True,True,5b22bd8e56d0c563
Gemini 2.5 Flash,std,task021,True,True,True,d3db2683292de30e
Gemini 2.5 Flash,std,task022,True,True,True,2140fb43476244ab
Gemini 2.5 Flash,std,task023,True,True,True,bb3ca47b2c02a4b8
Gemini 2.5 Flash,std,task024,True,True,True,9cd7c061decf1cd1
Gemini 2.5 Flash,std,task025,True,True,True,61b91233a7cb7376
Gemini 2.5 Flash,std,task026,True,True,True,cac3fa9b12307ea0
Gemini 2.5 Flash,std,task027,True,True,True,469b098148fed586
Gemini 2.5 Flash,std,task028,True,True,True,f3e8a0e84025cc09
Gemini 2.5 Flash,std,task029,True,True,True,dcfa9852f7dd4704
Gemini 2.5 Flash,std,task03,True,True,True,a9a953eaf5f4b464
Gemini 2.5 Flash,std,task030,True,False,False,bf4d7130f3c3cd99
Gemini 2.5 Flash,std,task031,True,True,True,d662cb7baa89f57b
Gemini 2.5 Flash,std,task032,True,True,True,622232e293d1b2f6
Gemini 2.5 Flash,std,task033,True,True,True,b025c60085983e46
Gemini 2.5 Flash,std,task034,True,True,True,6ede36dcc474b5a6
Gemini 2.5 Flash,std,task035,True,True,True,40b45f09d6ceb40e
Gemini 2.5 Flash,std,task036,True,True,True,8ea20415c8222fa0
Gemini 2.5 Flash,std,task037,True,True,True,50fbd547d0456465
Gemini 2.5 Flash,std,task038,True,True,True,9e53c809ef114b46
Gemini 2.5 Flash,std,task039,True,True,True,52d61c628c1a68a9
Gemini 2.5 Flash,std,task04,True,True,True,5e851c8c9e94a0e0
Gemini 2.5 Flash,std,task040,True,True,True,0dc4e8198de5af40
Gemini 2.5 Flash,std,task041,True,True,True,63617d70f65dfd9d
Gemini 2.5 Flash,std,task042,True,True,True,8007203025415473
Gemini 2.5 Flash,std,task043,True,True,True,24233e447d62ea04
Gemini 2.5 Flash,std,task044,True,True,True,fca8b6e9b63f427e
Gemini 2.5 Flash,std,task045,True,True,True,f90fa00e7cc1069a
Gemini 2.5 Flash,std,task046,True,True,True,ee45740e9574cb22
Gemini 2.5 Flash,std,task047,True,True,True,dae0c6e9bbd08715
Gemini 2.5 Flash,std,task048,True,True,True,f671af01472fde81
Gemini 2.5 Flash,std,task049,True,True,True,736ffb8d93fcc5c2
Gemini 2.5 Flash,std,task05,True,True,True,6999b5faad435d10
Gemini 2.5 Flash,std,task050,True,True,True,4a448e206826a778
Gemini 2.5 Flash,std,task051,True,True,True,10bddbbfb53cf82a
Gemini 2.5 Flash,std,task052,True,True,True,1f80aefcf7fbcd32
Gemini 2.5 Flash,std,task053,True,True,True,daf3cf2487576174
Gemini 2.5 Flash,std,task054,True,True,True,aebb2ee4e6ec4524
Gemini 2.5 Flash,std,task055,True,True,True,7769da508a816b7b
Gemini 2.5 Flash,std,task056,True,True,True,ebabcbb14b30f27d
Gemini 2.5 Flash,std,task057,True,True,True,b64e7cc02d84de7c
Gemini 2.5 Flash,std,task058,True,True,True,02fd606bc79ff3dc
Gemini 2.5 Flash,std,task059,True,True,True,0c8305f1b0ffc2b1
Gemini 2.5 Flash,std,task06,True,True,True,c1e3ee536e499444
Gemini 2.5 Flash,std,task060,True,True,True,d0dd87ae567ee0e5
Gemini 2.5 Flash,std,task061,True,True,True,846de45d7a129116
Gemini 2.5 Flash,std,task062,True,True,True,8b2a2da38cf72c06
Gemini 2.5 Flash,std,task063,True,True,True,2550b47262e48ab5
Gemini 2.5 Flash,std,task064,True,True,True,9e38ae51aac3e7fb
Gemini 2.5 Flash,std,task065,True,True,True,1216c5644a3f5593
Gemini 2.5 Flash,std,task066,True,True,True,4d1b50340d804511
Gemini 2.5 Flash,std,task067,True,True,True,f00b804cdb5c1e6f
Gemini 2.5 Flash,std,task068,True,True,True,1504f7f3302e54f6
Gemini 2.5 Flash,std,task069,True,True,True,0277d90904c16ed8
Gemini 2.5 Flash,std,task07,True,True,True,f32add07411b8800
Gemini 2.5 Flash,std,task070,True,True,True,72498af733e5bdf5
Gemini 2.5 Flash,std,task071,True,True,True,bee151e5af6c0a0e
Gemini 2.5 Flash,std,task072,True,True,True,d747e0df56fa48ea
Gemini 2.5 Flash,std,task073,True,True,True,9c62723ee43c9247
Gemini 2.5 Flash,std,task074,True,True,True,a427e5408d15e332
Gemini 2.5 Flash,std,task075,True,True,True,b1c6980d84f5e030
Gemini 2.5 Flash,std,task077,True,True,True,813e148e645082e4
Gemini 2.5 Flash,std,task078,True,True,True,57c1b043b8a298f0
Gemini 2.5 Flash,std,task079,True,True,True,8c54b7b0c68b74f6
Gemini 2.5 Flash,std,task08,True,True,True,b120fc39a09fe6d2
Gemini 2.5 Flash,std,task080,True,False,True,24f60e7eda5b3423
Gemini 2.5 Flash,std,task081,True,True,True,d45319013f30434d
Gemini 2.5 Flash,std,task082,True,False,True,1685b4757300e1ac
Gemini 2.5 Flash,std,task083,True,False,True,51a567cc3efa83fe
Gemini 2.5 Flash,std,task084,True,True,True,ac7145fa065a7b46
Gemini 2.5 Flash,std,task085,True,True,True,afde192f9c0d4aa0
Gemini 2.5 Flash,std,task086,True,False,True,b791473c44172ca4
Gemini 2.5 Flash,std,task087,True,True,True,9311d63682edcb15
Gemini 2.5 Flash,std,task088,True,True,True,ea0e6f13a1383fc0
Gemini 2.5 Flash,std,task089,True,True,True,da470f12eff59d2a
Gemini 2.5 Flash,std,task09,True,True,True,6ceb619111e52622
Gemini 2.5 Flash,std,task090,True,True,True,5b061d2bffffb1b2
Gemini 2.5 Flash,std,task091,True,True,True,9c3c45bd99c9d8e8
Gemini 2.5 Flash,std,task092,True,False,True,1708cf9273e6843b
Gemini 2.5 Flash,std,task093,True,False,True,ce680420420e7ab3
Gemini 2.5 Flash,std,task094,True,True,True,6521089c1506f1b6
Gemini 2.5 Flash,std,task095,True,True,True,c8c39ea92b279535
Gemini 2.5 Flash,std,task096,True,True,True,b76924e540164136
Gemini 2.5 Flash,std,task097,True,True,True,ef8cd0c1abd36e0d
Gemini 2.5 Flash,std,task098,True,True,True,279c8e7809b3995c
Gemini 2.5 Flash,std,task099,True,True,True,a7506fcbf5f2089a
Gemini 2.5 Flash,std,task10,True,False,True,1521f6907411f801
Gemini 2.5 Flash,std,task100,True,True,True,a41617d3779a6cc3
Gemini 2.5 Flash,std,task101,True,True,True,92d6538940ba5381
Gemini 2.5 Flash,std,task102,True,True,True,445505afcfb7f50d
Gemini 2.5 Flash,std,task103,True,True,True,49dde2f8bb258454
Gemini 2.5 Flash,std,task104,True,True,True,17b3527123718bdb
Gemini 2.5 Flash,std,task105,True,True,True,9630a3fdab6722fd
Gemini 2.5 Flash,std,task106,True,True,True,c32be22b39be9e09
Gemini 2.5 Flash,std,task107,True,True,True,b5241d6fa035d4aa
Gemini 2.5 Flash,std,task108,True,True,True,590fac08055cd40d
Gemini 2.5 Flash,std,task109,True,True,True,1ec3475fd32888cc
Gemini 2.5 Flash,std,task11,True,True,True,e381796fea0d2688
Gemini 2.5 Flash,std,task110,True,True,True,0a47bf6e63cde2fe
Gemini 2.5 Flash,std,task111,True,True,True,0a404d977b57e0b5
Gemini 2.5 Flash,std,task112,True,True,True,89d1cf40e308794d
Gemini 2.5 Flash,std,task113,True,True,True,a5c798cbafd89b11
Gemini 2.5 Flash,std,task114,True,True,True,b9c4862002bde045
Gemini 2.5 Flash,std,task115,True,True,True,f6cd5378184849b6
Gemini 2.5 Flash,std,task116,True,True,True,49c6a1713cf4ffb3
Gemini 2.5 Flash,std,task117,True,True,True,b0aacc0ed6ccea4a
Gemini 2.5 Flash,std,task118,True,True,True,91c924f874037c3e
Gemini 2.5 Flash,std,task119,True,True,True,19e6e179d430082b
Gemini 2.5 Flash,std,task12,True,True,True,5a4b54b15d397aff
Gemini 2.5 Flash,std,task120,True,True,True,189f879f9ed4bf12
Gemini 2.5 Flash,std,task121,True,True,True,aef057a287aa7121
Gemini 2.5 Flash,std,task122,True,True,True,3b19e9196ab0ae7a
Gemini 2.5 Flash,std,task123,True,True,True,e0cb8ef0a74bacfd
Gemini 2.5 Flash,std,task124,True,True,True,ef0a9e7c9bdb2737
Gemini 2.5 Flash,std,task125,True,True,True,417d581a1b37571f
Gemini 2.5 Flash,std,task126,True,True,True,4d1c8e88be47e255
Gemini 2.5 Flash,std,task127,True,True,True,63b195db277b1f77
Gemini 2.5 Flash,std,task128,True,True,True,22e3c322803f4c67
Gemini 2.5 Flash,std,task13,True,True,True,d233814083ed55a0
Gemini 2.5 Flash,std,task130,True,True,True,b2019e4ba10f9b86
Gemini 2.5 Flash,std,task131,True,True,True,11a93e52dae2f05e
Gemini 2.5 Flash,std,task132,True,True,True,e321c8bd46eb0876
Gemini 2.5 Flash,std,task133,True,True,True,a7699b887da68b25
Gemini 2.5 Flash,std,task134,True,True,True,055305612924cae6
Gemini 2.5 Flash,std,task135,True,True,True,e0c4e753d537271f
Gemini 2.5 Flash,std,task136,True,True,True,0d3440d0531edd27
Gemini 2.5 Flash,std,task137,True,False,True,e1680f193a5bd049
Gemini 2.5 Flash,std,task138,True,True,True,5b1ac1189b71e2da
Gemini 2.5 Flash,std,task139,True,True,True,1e41529e35ae61b9
Gemini 2.5 Flash,std,task14,True,False,True,86bf351bbc041354
Gemini 2.5 Flash,std,task140,True,True,True,3673dfa688fc07c6
Gemini 2.5 Flash,std,task141,True,True,True,f30b76e3b6e42760
Gemini 2.5 Flash,std,task142,True,True,True,455e3f9eb70786f6
Gemini 2.5 Flash,std,task143,True,False,True,ecb39aba475cf066
Gemini 2.5 Flash,std,task144,True,True,True,a77f0ad2417c3e86
Gemini 2.5 Flash,std,task145,True,False,True,953dfd5a08c4643d
Gemini 2.5 Flash,std,task146,True,True,True,d58845a7d4f3c359
Gemini 2.5 Flash,std,task147,True,True,True,1f0f56e1107a37c3
Gemini 2.5 Flash,std,task148,True,True,True,fa9785197693a8c4
Gemini 2.5 Flash,std,task149,True,True,True,be7ad446089eeea1
Gemini 2.5 Flash,std,task15,True,False,True,255d5a59db75e277
Gemini 2.5 Flash,std,task150,True,True,True,263d8b7443f255f1
Gemini 2.5 Flash,std,task151,True,True,True,83de5bb670c66756
Gemini 2.5 Flash,std,task152,True,True,True,a70f7149ce7b4fec
Gemini 2.5 Flash,std,task153,True,True,True,770643dce63025f9
Gemini 2.5 Flash,std,task154,True,True,True,200725f7fdbef8c8
Gemini 2.5 Flash,std,task155,True,True,True,185c780a961a59a4
Gemini 2.5 Flash,std,task156,True,True,True,34d6aca10ae46951
Gemini 2.5 Flash,std,task157,True,True,True,c825f9e821a1013f
Gemini 2.5 Flash,std,task158,True,True,True,07328b9118c35197
Gemini 2.5 Flash,std,task159,True,True,True,a365bf5f846cb1aa
Gemini 2.5 Flash,std,task160,True,True,True,077c6515fc8dd211
Gemini 2.5 Flash,std,task161,True,True,True,26a7e79fa2136eee
Gemini 2.5 Flash,std,task162,True,False,True,38829b1cc798df23
Gemini 2.5 Flash,std,task163,True,True,True,6303fa0b52e1ebd4
Gemini 2.5 Flash,std,task164,True,True,True,b5fdd74e4c04ff0c
Gemini 2.5 Flash,std,task165,True,True,True,b245375c76be13b2
Gemini 2.5 Flash,std,task166,True,True,True,aef58e468c362493
Gemini 2.5 Flash,std,task167,True,True,True,03624d7bf0a9cb6d
Gemini 2.5 Flash,std,task168,True,True,True,5914bd9fb56c23a9
Gemini 2.5 Flash,std,task169,True,True,True,37affaba0451c594
Gemini 2.5 Flash,std,task17,True,True,True,add8ddb49fc36405
Gemini 2.5 Flash,std,task170,True,True,True,dca7af97a40a4282
Gemini 2.5 Flash,std,task171,True,True,True,18bf8ad9bb3fdc36
Gemini 2.5 Flash,std,task172,True,True,True,bce4cf8854152934
Gemini 2.5 Flash,std,task173,True,True,True,67c5ed38b8bf248a
Gemini 2.5 Flash,std,task174,True,True,True,d8092ddfb53531df
Gemini 2.5 Flash,std,task175,True,True,True,549959c693a87bb4
Gemini 2.5 Flash,std,task176,True,True,True,7b2b72cc48fb08f4
Gemini 2.5 Flash,std,task177,True,True,True,55d4d31ecc7d414c
Gemini 2.5 Flash,std,task178,True,True,True,336479c6d11635a5
Gemini 2.5 Flash,std,task179,True,True,True,9c0a45f886c5371f
Gemini 2.5 Flash,std,task180,True,True,True,a8e02ce2e18592d2
Gemini 2.5 Flash,std,task181,True,True,True,84f2b4873edc7484
Gemini 2.5 Flash,std,task182,True,False,False,a9fe4212b7addfd6
Gemini 2.5 Flash,std,task183,True,True,True,004016ba17bd2cb9
Gemini 2.5 Flash,std,task184,True,True,True,350153e7630e5c38
Gemini 2.5 Flash,std,task185,True,True,True,98e81a90b6bfcb74
Gemini 2.5 Flash,std,task186,True,False,True,33ed0ea5187c0510
Gemini 2.5 Flash,std,task187,True,True,True,c8fb6b59f144d180
Gemini 2.5 Flash,std,task188,True,True,True,5f710100b29038ff
Gemini 2.5 Flash,std,task189,True,True,True,b5bb0d651c90b8ee
Gemini 2.5 Flash,sec,task018,True,False,True,8d7d14f5e5f1d6ca
Gemini 2.5 Flash,sec,task019,True,True,True,2865295a89cd691b
Gemini 2.5 Flash,sec,task02,True,True,True,a767184afcb92ff0
Gemini 2.5 Flash,sec,task020,True,True,True,68555e0423ac1c0e
Gemini 2.5 Flash,sec,task021,True,True,True,0a9948cb73ea260f
Gemini 2.5 Flash,sec,task022,True,True,True,45d081d0d930e4f6
Gemini 2.5 Flash,sec,task023,True,True,True,c9e7d526c1659abc
Gemini 2.5 Flash,sec,task024,True,False,True,67ebdd33681dd93c
Gemini 2.5 Flash,sec,task025,True,True,True,a745c07e82c641e5
Gemini 2.5 Flash,sec,task026,True,True,True,ac797436739dc0b9
Gemini 2.5 Flash,sec,task027,True,True,True,78fd4a0bd73fa15d
Gemini 2.5 Flash,sec,task028,True,True,True,261a021278a9a64a
Gemini 2.5 Flash,sec,task029,True,True,True,91a3e65f10e89ab1
Gemini 2.5 Flash,sec,task03,True,True,True,c3fd9b9d468b0bf0
Gemini 2.5 Flash,sec,task030,True,False,False,a4c08f857f7eb7c5
Gemini 2.5 Flash,sec,task031,True,True,True,636f135831f2c54f
Gemini 2.5 Flash,sec,task032,True,True,True,dcb4b2323daa50c0
Gemini 2.5 Flash,sec,task033,True,True,True,10578c87ab748960
Gemini 2.5 Flash,sec,task034,True,True,True,13c9b8d6fae8c62f
Gemini 2.5 Flash,sec,task035,True,True,True,aae40c0e8e031588
Gemini 2.5 Flash,sec,task036,True,False,True,3a36610b2710cbd0
Gemini 2.5 Flash,sec,task037,True,True,True,886c5e4564ce4301
Gemini 2.5 Flash,sec,task038,True,True,True,3ccc451e8eec07af
Gemini 2.5 Flash,sec,task039,True,True,True,96712b0b966487a5
Gemini 2.5 Flash,sec,task04,True,True,True,00a0c91bf2f34c1d
Gemini 2.5 Flash,sec,task040,True,True,True,3868eacdf1ed7889
Gemini 2.5 Flash,sec,task041,True,True,True,365cfe251e01c180
Gemini 2.5 Flash,sec,task042,True,True,True,fb745388ea538180
Gemini 2.5 Flash,sec,task043,True,True,True,243172f6205b4eaf
Gemini 2.5 Flash,sec,task044,True,True,True,56c3db77fc837f15
Gemini 2.5 Flash,sec,task045,True,True,True,cc9a1311f0908de3
Gemini 2.5 Flash,sec,task046,True,True,True,ddf81d7ecf73114a
Gemini 2.5 Flash,sec,task047,True,True,True,fcb6068e079d9a84
Gemini 2.5 Flash,sec,task048,True,True,True,f83312da73fcaa65
Gemini 2.5 Flash,sec,task049,True,True,True,1e7a01316a4f7059
Gemini 2.5 Flash,sec,task05,True,True,True,e7399462887d2c5d
Gemini 2.5 Flash,sec,task050,True,True,True,9aba5659bd09f8b8
Gemini 2.5 Flash,sec,task051,True,True,True,f7785b60aeeeb444
Gemini 2.5 Flash,sec,task052,True,True,True,e8a016ca3be72eca
Gemini 2.5 Flash,sec,task053,True,True,True,92b3761986b8df56
Gemini 2.5 Flash,sec,task054,True,True,True,a114ddf9e3ac3df2
Gemini 2.5 Flash,sec,task055,True,True,True,01273062180d591c
Gemini 2.5 Flash,sec,task056,True,True,True,35cff12c1111ae26
Gemini 2.5 Flash,sec,task057,True,True,True,e7e1c3d5271905fc
Gemini 2.5 Flash,sec,task058,True,True,True,e1fc6f979b79f1f7
Gemini 2.5 Flash,sec,task059,True,True,True,1685a8502817696c
Gemini 2.5 Flash,sec,task06,True,True,True,18514c87e2872cf4
Gemini 2.5 Flash,sec,task060,True,True,True,c5de9d183322e4f0
Gemini 2.5 Flash,sec,task061,True,True,True,8c17a5e9620117f0
Gemini 2.5 Flash,sec,task062,True,True,True,b8c76e9cd9a56f46
Gemini 2.5 Flash,sec,task063,True,True,True,52365d9c597c9ae5
Gemini 2.5 Flash,sec,task064,True,True,True,ba38cc3cd76e9cee
Gemini 2.5 Flash,sec,task065,True,True,True,4eeef7cb4271b1d0
Gemini 2.5 Flash,sec,task066,True,True,True,bdf8ffad47ff75f3
Gemini 2.5 Flash,sec,task067,True,True,True,5baa692349d41c4c
Gemini 2.5 Flash,sec,task068,True,True,True,1d0f797c62bc58f7
Gemini 2.5 Flash,sec,task069,True,True,True,cfa40b65cd9ede0f
Gemini 2.5 Flash,sec,task07,True,True,True,587b85e582b67b32
